id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
192,COMP_M,6,6_01,M.USER.APP.6,11,7,6,0,None,0.3,8272.000039999999,8272.300039999998,8270.0,8272.000039999999
194,COMP_M,6,6_01,M.USER.APP.6,10,7,20,0,None,0.3,8282.000039999999,8282.300039999998,8280.0,8282.000039999999
196,COMP_M,6,6_01,M.USER.APP.6,9,7,8,0,None,0.3,8301.00002,8301.300019999999,8300.0,8301.00002
195,COMP_M,6,6_01,M.USER.APP.6,11,7,6,0,None,0.3,8302.000039999999,8302.300039999998,8300.0,8302.000039999999
197,COMP_M,6,6_01,M.USER.APP.6,10,7,20,0,None,0.3,8312.000039999999,8312.300039999998,8310.0,8312.000039999999
199,COMP_M,6,6_01,M.USER.APP.6,9,7,8,0,None,0.3,8331.00002,8331.300019999999,8330.0,8331.00002
198,COMP_M,6,6_01,M.USER.APP.6,11,7,6,0,None,0.3,8332.000039999999,8332.300039999998,8330.0,8332.000039999999
200,COMP_M,6,6_01,M.USER.APP.6,10,7,20,0,None,0.3,8342.000039999999,8342.300039999998,8340.0,8342.000039999999
202,COMP_M,6,6_01,M.USER.APP.6,9,7,8,0,None,0.3,8361.00002,8361.300019999999,8360.0,8361.00002
201,COMP_M,6,6_01,M.USER.APP.6,11,7,6,0,None,0.3,8362.000039999999,8362.300039999998,8360.0,8362.000039999999
203,COMP_M,6,6_01,M.USER.APP.6,10,7,20,0,None,0.3,8372.000039999999,8372.300039999998,8370.0,8372.000039999999
205,COMP_M,6,6_01,M.USER.APP.6,9,7,8,0,None,0.3,8391.00002,8391.300019999999,8390.0,8391.00002
204,COMP_M,6,6_01,M.USER.APP.6,11,7,6,0,None,0.3,8392.000039999999,8392.300039999998,8390.0,8392.000039999999
206,COMP_M,6,6_01,M.USER.APP.6,10,7,20,0,None,0.3,8402.000039999999,8402.300039999998,8400.0,8402.000039999999
